Work Year,Job Category,Job Title,Experience Level,Employment Type,Salary in USD,Work Setting,Company Location,Employee Residence,Company Size
2023,Data Engineering,Data DevOps Engineer,Mid-level,Full-time,95012,Hybrid,Germany,Germany,L
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,186000,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,81800,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,212000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,93300,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,130000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,100000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Researcher,Mid-level,Full-time,224400,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Researcher,Mid-level,Full-time,138700,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,210000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,168000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,224400,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,138700,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,43064,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,36912,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,95000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,75000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,300000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,234000,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Mid-level,Full-time,140000,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Mid-level,Full-time,120000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,204500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,142200,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,155000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,110000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,266500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,152000,In-person,United States,United States,M
2023,Data Science and Research,Applied Scientist,Mid-level,Full-time,222200,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Mid-level,Full-time,136000,In-person,United States,United States,L
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,273400,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,182200,In-person,United States,United States,M
2023,BI and Visualization,BI Developer,Senior,Full-time,167500,In-person,United States,United States,M
2023,BI and Visualization,BI Developer,Senior,Full-time,106500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,185900,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,129300,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Mid-level,Full-time,185000,In-person,United States,United States,L
2023,BI and Visualization,Business Intelligence Engineer,Mid-level,Full-time,79600,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Senior,Full-time,122000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,94500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,247300,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,139700,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,176000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,100000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,204500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,142200,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,247600,In-person,United States,United States,L
2023,Data Science and Research,Research Scientist,Senior,Full-time,127300,In-person,United States,United States,L
2023,Data Science and Research,Data Scientist,Senior,Full-time,223400,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,186200,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,167500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,106500,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,185900,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,129300,In-person,United States,United States,M
2023,Data Science and Research,Research Analyst,Entry-level,Full-time,72000,Remote,United States,United States,M
2023,Data Science and Research,Research Analyst,Entry-level,Full-time,64000,Remote,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,179820,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,143860,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,283050,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,188700,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,133000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,58400,In-person,United States,United States,M
2023,Data Science and Research,Research Engineer,Senior,Full-time,141298,In-person,United States,United States,M
2023,Data Science and Research,Research Engineer,Senior,Full-time,115607,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,100000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,75000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,266500,In-person,Canada,Canada,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,144400,In-person,Canada,Canada,M
2023,Data Engineering,Data Engineer,Senior,Full-time,71363,In-person,United Kingdom,United Kingdom,M
2023,Data Engineering,Data Engineer,Senior,Full-time,55368,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,287500,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,156000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,90000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,70000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,199000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,162000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,170884,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,113923,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,184000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,123000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,235750,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,174250,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Mid-level,Full-time,165000,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Mid-level,Full-time,118800,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,225000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,150000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,213900,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,116800,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,220000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,150000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,150000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,100000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,247500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,172200,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,155000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,120000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,226700,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,133300,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,184000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,123000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,130000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,117000,In-person,United States,United States,M
2023,Data Science and Research,Data Science Engineer,Senior,Full-time,160000,Remote,United States,United States,M
2023,Data Science and Research,Data Science Engineer,Senior,Full-time,140000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,166000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,73000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,185900,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,129300,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,130000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,104000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,143000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,116000,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Mid-level,Full-time,165000,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Mid-level,Full-time,118800,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Mid-level,Full-time,220000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Mid-level,Full-time,180000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,184000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,123000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,215000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,200000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,253000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,131000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,220000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,176000,In-person,United States,United States,M
2023,Data Quality and Operations,Data Quality Analyst,Entry-level,Full-time,49216,Remote,United Kingdom,United Kingdom,M
2023,Data Quality and Operations,Data Quality Analyst,Entry-level,Full-time,36912,Remote,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,210000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,147000,In-person,United States,United States,M
2023,Leadership and Management,Data Product Manager,Mid-level,Full-time,186000,In-person,United States,United States,M
2023,Leadership and Management,Data Product Manager,Mid-level,Full-time,161000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,205000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,152000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,220000,Remote,Canada,Canada,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,190000,Remote,Canada,Canada,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,205000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,152000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,137000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,110000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,172000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,146000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,148000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,99000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,150000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,130000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,105000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,99000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,52500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,180514,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,108308,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,210000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,147000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,290300,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,196685,In-person,United States,United States,M
2023,Machine Learning and AI,AI Engineer,Senior,Full-time,220000,In-person,United States,United States,M
2023,Machine Learning and AI,AI Engineer,Senior,Full-time,176000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,175000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,130000,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,185000,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,150000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,145000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,115000,In-person,United States,United States,M
2023,Machine Learning and AI,MLOps Engineer,Entry-level,Full-time,133000,In-person,United States,United States,M
2023,Machine Learning and AI,MLOps Engineer,Entry-level,Full-time,58300,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,115000,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,95000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,110244,In-person,United Kingdom,United Kingdom,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,39372,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,43187,In-person,Spain,Spain,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,31310,In-person,Spain,Spain,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,92280,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,67672,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,92280,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,67672,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,75577,Hybrid,Ireland,Ireland,L
2023,Machine Learning and AI,Deep Learning Engineer,Senior,Full-time,303387,Remote,Canada,Canada,M
2023,Machine Learning and AI,Deep Learning Engineer,Senior,Full-time,100017,Remote,Canada,Canada,M
2023,Data Engineering,Data Engineer,Senior,Full-time,230300,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,140000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,124935,In-person,South Africa,South Africa,M
2023,Data Engineering,Data Engineer,Senior,Full-time,76050,In-person,South Africa,South Africa,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,224800,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,131100,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,258000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,171000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,196000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,121000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,195800,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,171500,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Modeler,Mid-level,Full-time,166000,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Modeler,Mid-level,Full-time,73100,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,220000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,160000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,85000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,65000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,220000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,100000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,185000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,152000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,220000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,100000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,48585,In-person,Spain,Spain,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,38868,In-person,Spain,Spain,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,220000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,100000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,220000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,100000,In-person,United States,United States,M
2023,Data Science and Research,Research Engineer,Mid-level,Full-time,220000,In-person,United States,United States,M
2023,Data Science and Research,Research Engineer,Mid-level,Full-time,100000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,110000,Remote,Poland,Poland,M
2023,Data Analysis,Data Analyst,Senior,Full-time,80000,Remote,Poland,Poland,M
2023,Data Analysis,Data Analyst,Senior,Full-time,36912,Remote,United Kingdom,United Kingdom,S
2023,Data Science and Research,Data Scientist,Senior,Full-time,150200,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,71000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,167200,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,121000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,133000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,58400,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,135000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,110000,In-person,United States,United States,M
2023,Leadership and Management,Data Product Owner,Mid-level,Full-time,104584,In-person,United Kingdom,United Kingdom,M
2023,Leadership and Management,Data Product Owner,Mid-level,Full-time,73824,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,187415,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,114080,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,187415,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,114080,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,166000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,73100,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,306400,In-person,Canada,Canada,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,168700,In-person,Canada,Canada,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,187415,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,114080,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,32974,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,32974,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Senior,Full-time,165000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,140000,Remote,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Mid-level,Full-time,150000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,167000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,121000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Mid-level,Full-time,185000,In-person,United States,United States,L
2023,BI and Visualization,Business Intelligence Engineer,Mid-level,Full-time,79600,In-person,United States,United States,L
2023,Data Science and Research,Data Scientist,Senior,Full-time,190200,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,95100,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,133000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,58400,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,90000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,70000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,166000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,73100,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,135000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,100000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,180514,Remote,United Kingdom,United Kingdom,M
2023,Data Engineering,Data Engineer,Senior,Full-time,108308,Remote,United Kingdom,United Kingdom,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,294000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,192000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,266000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,167000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,200000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,150000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,163800,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,88200,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,180400,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,138800,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,67672,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,55368,In-person,United Kingdom,United Kingdom,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,319000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,206000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,215000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,142000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,266000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,167000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,140130,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,84870,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,178300,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,105400,In-person,United States,United States,M
2023,Data Science and Research,Applied Scientist,Mid-level,Full-time,222200,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Mid-level,Full-time,136000,In-person,United States,United States,L
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,215000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,142000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,240000,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,210000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,122000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,94500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,150000,In-person,United States,United States,M
2023,Data Science and Research,Data Science Consultant,Senior,Full-time,116000,In-person,United States,United States,M
2023,Data Science and Research,Data Science Consultant,Senior,Full-time,90000,In-person,United States,United States,M
2023,Data Science and Research,Data Science Consultant,Senior,Full-time,145000,In-person,United States,United States,M
2023,Data Science and Research,Data Science Consultant,Senior,Full-time,128000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,154000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,126000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,240000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,157250,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,219650,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,136000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,150000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,180000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,125000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,247600,In-person,United States,United States,L
2023,Data Science and Research,Data Scientist,Senior,Full-time,127300,In-person,United States,United States,L
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,60000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,55000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,250000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,125000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,190000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,170000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,202600,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,168800,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,132000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,111000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,203000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,127000,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Mid-level,Full-time,125009,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Analyst,Mid-level,Full-time,83339,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,112200,Remote,United States,United States,M
